"	brewery names	business type	address	city	zip	lat	long	yelp rating	number of yelp reviews",
"231	Danville Brewing	Salad	200 Railroad Ave	Danville	94526	37.8210142544642	-122.000220666586	4.0	402",
"232	Beer Revolution	Beer Bar	464 3rd St	Oakland	94607	37.7970395	-122.2762807	4.5	780",
"233	Dead Oak Brewing Company	Breweries	5925 Entrada Ave	Atascadero	93422	35.4897422240214	-120.668791000333	4.5	34",
"234	Death Valley Brewery	Breweries	102 Old Spanish Trl	Tecopa	92389	35.8481865575728	-116.226526089684	4.5	12",
"235	Deft Brewing	Breweries	5328 Banks St	San Diego	92110	32.76436	-117.19906	5.0	71",
"236	Del Cielo Brewing Company	Breweries	701 Escobar St	Martinez	94553	38.0183247	-122.1368987	4.0	95",
"237	Brew Crew	Breweries	11626 Sterling Ave	Riverside	92503	33.895437	-117.484886	4.5	56",
"238	Dempsey's Restaurant & Brewery	American (Traditional)	50 E Washington St	Petaluma	94952	38.2348496423583	-122.639250639953	3.5	343",
"239	Golden Road Brewing	American (New)	2210 E Orangewood Ave	Anaheim	92806	33.795527	-117.8852357	4.0	1059",
"240	Device Brewing Company	Brewpubs	7485 Rush River Dr	Sacramento	95831	38.4850208	-121.5345518	4.0	1",
"241	Devil's Canyon Brewing Company	Breweries	935 Washington St	San Carlos	94070	37.49851	-122.24381	4.0	161",
"242	Diamond Mountain Casino Hotel & Brewery	Casinos	900 Skyline Dr	Susanville	96130	40.4304073861438	-120.657606124878	3.5	77",
"243	Temblor Brewing Company	Breweries	3200 Buck Owens Blvd	Bakersfield	93308	35.38877	-119.04222	4.0	536",
"244	Discretion Brewing	Breweries	2703 41st Ave	Soquel	95073	36.985671823223	-121.965471541734	4.0	334",
"245	Bottle Logic Brewing	Breweries	1072 N Armando St	Anaheim	92806	33.849549	-117.859775	4.5	705",
"246	Diving Dog Brewhouse	Breweries	1802 Telegraph Ave	Oakland	94612	37.8075774	-122.269898	4.0	150",
"247	Division 23 Brewing	Breweries	7408 Trade St	San Diego	92121	32.89034	-117.1629	4.5	77",
"248	Docent Brewing	Breweries	33049 Calle Aviador	San Juan Capistrano	92675	33.4832845703319	-117.675834089688	4.5	283",
"249	Dos Desperados Brewery	Breweries	1241 Linda Vista Dr	San Marcos	92078	33.137111	-117.1937063	4.5	90",
"250	Stumblefoot Brewing Company	Breweries	1784 La Costa Meadows Dr	San Marcos	92078	33.1047168186771	-117.219229069311	4.0	108",
"251	Downtown Joe's Brewery and Restaurant	Breweries	902 Main St	Napa	94559	38.29878	-122.2848	3.5	827",
"252	Breva Restaurant	American (New)	939 S Figueroa St	Los Angeles	90015	34.045518	-118.263997	4.0	126",
"253	Dragon's Tale Brewery	Breweries	8920 Vernon Ave	Montclair	91763	34.0915069515807	-117.6869751513	4.5	72",
"254	Drake's Brewing	Breweries	1933 Davis St	San Leandro	94577	37.714717957836	-122.179304977019	4.0	720",
"255	Draughtsmen Aleworks	Breweries	53 Santa Felicia Dr	Goleta	93117	34.4322514490143	-119.876084318148	5.0	69",
"256	Dreaming Dog Brewery	Breweries	2501 W Taron Ct	Elk Grove	95757	38.4074	-121.47784	3.5	57",
"257	Dry River Brewing	Breweries	671 S Anderson St	Los Angeles	90023	34.0358940506486	-118.223494067788	4.0	58",
"258	Miniboss	Bars	52 E Santa Clara St	San Jose	95113	37.33668	-121.88895	4.0	122",
"259	Duck Foot Brewing Company	Breweries	8920 Kenamar Dr	San Diego	92121	32.885171	-117.15632	4.5	234",
"260	The Dudes' Brewing Company	Breweries	1840 W 208th St	Torrance	90501	33.84163	-118.31138	4.0	343",
"261	Crooked Lane Brewing	Breweries	536 Grass Valley Hwy	Auburn	95603	38.9094390869141	-121.076393127441	4.5	136",
"262	Dunbar Brewing	Pubs	2200 El Camino Real	Santa Margarita	93453	35.3928568709901	-120.60604186369	4.5	56",
"263	Dunsmuir Brewery Works	Breweries	5701 Dunsmuir Ave	Dunsmuir	96025	41.21195	-122.2718	4.5	296",
"264	Dust Bowl Brewery Taproom	Breweries	3000 Fulkerth Rd	Turlock	95380	37.5067379121127	-120.882762559525	3.5	648",
"265	Dutch's Brewhouse	Breweries	4244 Atlantic Ave	Long Beach	90807	33.833587	-118.184716	5.0	228",
"266	E.J. Phair Brewing Company and Alehouse	Pubs	2151 Salvio St	Concord	94520	37.9780359755363	-122.033757133994	3.5	684",
"267	E.J. Phair Brewing Company	Breweries	300 Cumberland St	Pittsburg	94565	38.03302	-121.88251	4.0	227",
"268	Eagle Rock Brewery	Breweries	3056 Roswell St	Los Angeles	90065	34.11494	-118.24334	4.5	414",
"269	Earth and Fire Brewing Company	Breweries	825 Riverside Ave	Paso Robles	93446	35.6237523765772	-120.686780512333	4.5	55",
"270	East Brother Beer Company	Breweries	1001 Canal Blvd	Richmond	94804	37.9175758361816	-122.375373840332	4.5	96",
"271	East Cliff Brewing Company	Breweries	21517 E Cliff Dr	Santa Cruz	95062	36.9645273947767	-121.989245787263	4.5	64",
"272	Ebullition Brew Works	Breweries	2449 Cades Way	Vista	92081	33.1537179242772	-117.224016487598	4.5	49",
"273	Eel River Brewing	Pubs	1777 Alamar Way	Fortuna	95540	40.5793	-124.15301	3.5	491",
"274	Redwood Curtain Brewing Company	Breweries	550 S G St	Arcata	95521	40.85693	-124.08857	4.5	152",
"275	Eight Bridges Brewing	Breweries	332 Earhart Way	Livermore	94551	37.698987	-121.812568	4.0	108",
"276	Bacari W. Adams	Wine Bars	2308 S Union Ave	Los Angeles	90007	34.03447	-118.28341	4.0	1333",
"277	Mraz Brewing Company	Breweries	2222 Francisco Dr	El Dorado Hills	95762	38.710145314471	-121.086199626316	4.0	99",
"278	El Segundo Brewing	Breweries	140 Main St	El Segundo	90245	33.9177085	-118.4156584	4.5	340",
"279	Electric Brewing Co	Breweries	41537 Cherry St	Murrieta	92562	33.5266085597497	-117.173675004824	4.5	120",
"280	Elevation 66 Brewing Co	Breweries	10082 San Pablo Ave	El Cerrito	94530	37.9020483	-122.3030536	4.0	586",
"281	Elkhorn Slough Brewing Company	Breweries	65 Hangar Way	Watsonville	95076	36.9276686710875	-121.789868546239	4.5	38",
"282	Gordon Biersch Brewery Restaurant	Breweries	5010 Mission Center Rd	San Diego	92108	32.76701	-117.15415	3.5	1028",
"283	Enegren Brewing Company	Beer Gardens	444 Zachary St	Moorpark	93021	34.2831689691904	-118.87077447027	4.5	180",
"284	English Ales Brewery	Pubs	223 Reindollar Ave	Marina	93933	36.6801872253418	-121.803634643555	3.5	186",
"285	Epidemic Ales	Breweries	150 Mason Cir	Concord	94520	38.00994	-122.03898	4.5	138",
"286	Eppig Brewing	Breweries	3052 El Cajon Blvd	San Diego	92104	32.7557199	-117.12873	4.5	98",
"287	Escape Craft Brewery	Breweries	721 Nevada St	Redlands	92373	34.0613621881783	-117.218534365082	4.5	147",
"288	Escondido Brewing Company	Breweries	649 Rock Springs Rd	Escondido	92025	33.1246	-117.09703	4.5	45",
"289	Etna Brewing	Brewpubs	131 Callahan St	Etna	96027	41.45699	-122.89181	4.0	48",
"290	Etna Brewing	Brewpubs	131 Callahan St	Etna	96027	41.45699	-122.89181	4.0	48",
"291	Euryale Brewing Company	Breweries	2060 Chicago Ave	Riverside	92507	33.99257	-117.34727	4.5	51",
"292	Faction Brewing	Breweries	2501 Monarch St	Alameda	94501	37.786577	-122.309303	4.5	482",
"293	Fair Oaks Brew Pub	Breweries	7988 California Ave	Fair Oaks	95628	38.642127	-121.269538	4.0	368",
"294	Fall Brewing Company	Breweries	4542 30th St	San Diego	92116	32.760067	-117.130598	4.0	262",
"295	Fall River Taphouse	Breweries	1030 E Cypress Ave	Redding	96002	40.5714	-122.35114	4.5	135",
"296	Miner's Alley Brewing Company	American (Traditional)	2053 Montgomery St	Oroville	95965	39.51394	-121.55484	4.0	138",
"297	Faultline Brewing Company	American (New)	1235 Oakmead Pkwy	Sunnyvale	94085	37.38735	-121.99259	3.0	975",
"298	Feather Falls Casino Brewing	Sushi Bars	3 Alverda Dr	Oroville	95966	39.4671499	-121.51565	4.0	83",
"299	Federation Brewing	Breweries	420 3rd St	Oakland	94607	37.7967186701437	-122.275307850443	4.5	52",
"300	Fieldwork Brewing Co.	Breweries	1160 6th St	Berkeley	94710	37.8813555	-122.3019801	4.5	521",
"301	Fifty Fifty Brewing	Breweries	11197 Brockway Rd	Truckee	96161	39.3219439	-120.1633255	3.5	584",
"302	Fifty Fifty Brewing	Breweries	11197 Brockway Rd	Truckee	96161	39.3219439	-120.1633255	3.5	584",
"303	Figueroa Mountain Brewing Company	Breweries	45 Industrial Way	Buellton	93427	34.61066	-120.2023	4.5	302",
"304	Figueroa Mountain Brewing	Breweries	1462 E Grand Ave	Arroyo Grande	93420	35.12105	-120.60584	4.0	347",
"305	Figueroa Mountain Brewing Co.	Breweries	137 Anacapa St	Santa Barbara	93101	34.41462841484	-119.690788274147	4.0	390",
"306	Figueroa Mountain Brewing Co.	Breweries	30770 Russell Ranch Rd	Westlake Village	91362	34.14732	-118.795531	3.5	347",
"307	Final Draft Brewing Company	Breweries	1600 California St	Redding	96001	40.58223	-122.39173	4.0	295",
"308	Fireman's Brew	Brewing Supplies	7021 Canoga Ave	Canoga Park	91303	34.19809	-118.59811	1.0	1",
"309	Firestone Walker Brewing- Buellton	American (New)	620 McMurray Rd	Buellton	93427	34.62014	-120.18769	4.0	625",
"310	Firestone Walker Brewing - Paso Robles	American (New)	1400 Ramada Dr	Paso Robles	93446	35.59588	-120.69413	3.5	1349",
"311	Firestone Walker Brewing Company - The Propagator	Brewpubs	3205 Washington Blvd	Marina Del Rey	90292	33.98972	-118.44861	4.0	584",
"312	Dust Bowl Brewery Taproom	Breweries	3000 Fulkerth Rd	Turlock	95380	37.5067379121127	-120.882762559525	3.5	648",
"313	Five Suns Brewing	Breweries	701 Escobar St	Martinez	94553	38.01829	-122.13687	4.5	68",
"314	Five Threads Brewing Company	Breweries	31133 Via Colinas	Westlake Village	91362	34.15401	-118.80361	4.5	139",
"315	Five Window Beer Co.	Breweries	9 W Locust St	Lodi	95240	38.1367440660439	-121.272657439113	4.5	97",
"316	Flat Fish Brewing	Breweries	126 N Wood Rd	Camarillo	93010	34.21793	-119.09545	4.0	15",
"317	Flatland Brewing Company	Breweries	9183 Survey Rd	Elk Grove	95624	38.3758260360682	-121.35867588222	4.5	81",
"318	Fogbelt Brewing Company	Brewpubs	1305 A Cleveland Ave	Santa Rosa	95401	38.4490610122016	-122.726990783964	4.0	241",
"319	Fort Point Beer	Beer"," Wine & Spirits	1 The Embarcadero	San Francisco	94105	37.796133	-122.394041	4.5	84"
"320	Ales Unlimited	Beer"," Wine & Spirits	2398 Webster St	San Francisco	94115	37.7925416082144	-122.432835549116	4.5	94"
"321	Fort Rock Brewing	Breweries	12401 Folsom Blvd	Rancho Cordova	95742	38.63023	-121.21523	4.0	119",
"322	Fountainhead Brewing Company	Breweries	4621 24th St	Sacramento	95822	38.5335119205448	-121.482852101326	4.5	63",
"323	Four Sons Brewing	Breweries	18421 Gothard St	Huntington Beach	92648	33.6950722	-117.9998932	4.5	341",
"324	Freewheel Brewing Company	Breweries	3736 Florence St	Redwood City	94063	37.4782534	-122.1869481	4.0	286",
"325	Frogtown Brewery	Breweries	2931 Gilroy St	Los Angeles	90039	34.107	-118.25133	4.5	96",
"326	Full Circle Brewing Company	Breweries	620 F St	Fresno	93706	36.72707	-119.79066	3.5	68",
"327	GameCraft Brewing	Breweries	23301 Avenida De La Carlota	Laguna Hills	92653	33.624239462539	-117.718149466636	4.5	129",
"328	Garage Brewing	Pizza	29095 Old Town Front St	Temecula	92590	33.482417	-117.143704	4.0	683",
"329	GBC Remodeling	Contractors	10459 Roselle St	San Diego	92121	32.8953493	-117.2195606	5.0	4",
"330	Ghost Town Brewing	Breweries	1960 Adeline St	Oakland	94607	37.8141252908212	-122.284134887159	4.5	84",
"331	Ghostwood Beer Company	Breweries	965 Brewster Ave	Redwood City	94063	37.48744	-122.2352	4.0	43",
"332	Gilman Brewing Company	Brewpubs	912 Gilman St	Berkeley	94710	37.8791	-122.2996	4.5	128",
"333	GoatHouse Brewing Co	Breweries	600 Wise Rd	Lincoln	95648	38.924414	-121.268675	4.5	175",
"334	Gold Hill Vineyard & Brewery	Pubs	5660 Vineyard Ln	Placerville	95667	38.784601	-120.886736	3.5	47",
"335	Golden Road Brewing	Breweries	5410 W San Fernando Rd	Los Angeles	90039	34.15064	-118.274453	4.0	2296",
"336	Golden Road Brewing	American (New)	2210 E Orangewood Ave	Anaheim	92806	33.795527	-117.8852357	4.0	1059",
"337	Big Stump Brew Company	Breweries	1716 L St	Sacramento	95811	38.575238725568	-121.484233910877	4.5	142",
"338	Golden State Brew & Grill	Brewpubs	7560 Monterey Rd	Gilroy	95020	37.00912	-121.56922	4.0	63",
"339	Golden State Brewery	Breweries	1252 Memorex Dr	Santa Clara	95050	37.3612901137809	-121.953576556207	4.5	157",
"340	Brewyard Beer Company	Breweries	906 Western Ave	Glendale	91201	34.1677454	-118.293001	4.5	146",
"341	Gordon Biersch Brewery Restaurant	Breweries	5010 Mission Center Rd	San Diego	92108	32.76701	-117.15415	3.5	1028",
"342	Gordon Biersch Brewing Company	Beer Tours	357 E Taylor St	San Jose	95112	37.3529560634881	-121.892556066868	4.5	63",
"343	Grass Valley Brewing Company	Breweries	141 E Main St	Grass Valley	95945	39.2193141616587	-121.060496717691	4.5	22",
"344	Gravity Heights	Breweries	9920 Pacific Heights Blvd	San Diego	92121	32.90016	-117.19086	4.5	259",
"345	Crazy Harry's Bar	Pretzels	20112 Saticoy St	Winnetka	91306	34.2081111711524	-118.571555614471	4.5	214",
"346	Great Change Brewing	Breweries	4200 Resnik Ct	Bakersfield	93313	35.31635	-119.08691	4.5	29",
"347	Green Cheek Beer Company	Breweries	2294 N Batavia St	Orange	92865	33.82623	-117.86396	4.5	136",
"348	Green Flash Brewing Co	Breweries	6550 Mira Mesa Blvd	San Diego	92121	32.9071098	-117.1777588	4.5	996",
"349	Shadow Puppet Brewing Company	Breweries	4771 Arroyo Vista	Livermore	94551	37.69916	-121.73874	4.5	161",
"350	Grillin & Chillin Roadhouse	American (Traditional)	3650 San Juan Rd	Hollister	95023	36.8515817821026	-121.441228240728	3.5	127",
"351	Groundswell Brewing Company	Breweries	10151 Prospect Ave	Santee	92071	32.8312456048275	-116.976399429396	4.0	26",
"352	Guadalupe Brewery	Breweries	5674 El Camino Real	Carlsbad	92008	33.138731	-117.273619	4.0	20",
"353	Gunwhale Ales	Breweries	2960 Randolph Ave	Costa Mesa	92626	33.678882598877	-117.887275695801	4.0	195",
"354	Gyppo Ale Mill	Breweries	1661 Upper Pacific Dr	Shelter Cove	95589	40.02466	-124.06865	4.5	27",
"355	Half Door Brewing	Brewpubs	903 Island Ave	San Diego	92101	32.710263	-117.156272	4.5	614",
"356	Half Moon Bay Brewing Company	Seafood	390 Capistrano Rd	Half Moon Bay	94019	37.50395658711	-122.4855427298	3.5	1752",
"357	Hamilton Family Brewery	Breweries	9757 7th St	Rancho Cucamonga	91730	34.0880476219532	-117.591965138057	4.5	308",
"358	Hand-Brewed Beer	Breweries	9771 Variel Ave	Los Angeles	91311	34.2482134960474	-118.593802146169	4.5	33",
"359	Hangar 24 Craft Brewing	Breweries	1710 Sessums Dr	Redlands	92374	34.083151	-117.141796	4.5	613",
"360	Hapa's Brewing Company	Breweries	460 Lincoln Ave	San Jose	95126	37.3199234131692	-121.908018084656	4.5	242",
"361	Hardwood Bar & Smokery	Sports Bars	680 8th St	San Francisco	94103	37.77045	-122.40499	4.0	90",
"362	Brewery Gulch Inn	Hotels	9401 N Hwy 1	Mendocino	95460	39.293002	-123.792947	5.0	128",
"363	Harmonic Brewing	Breweries	1050 26th St	San Francisco	94107	37.7516212463379	-122.390068054199	4.5	133",
"364	Barrel Head Brewhouse	Breweries	1785 Fulton St	San Francisco	94117	37.7757521780078	-122.446032238623	4.0	515",
"365	Helia Brewing Co	Breweries	1250 Keystone Way	Vista	92081	33.13631	-117.23206	5.0	46",
"366	Helix Brewing	Breweries	8101 Commercial St	La Mesa	91942	32.7719725482107	-117.023412848952	4.5	187",
"367	HenHouse Brewing Company Palace of Barrels	Breweries	1333 N McDowell Blvd	Petaluma	94954	38.27212	-122.66393	4.5	41",
"368	Heretic Brewing Company	Breweries	1052 Horizon Dr	Fairfield	94533	38.273647	-122.015358	4.5	261",
"369	Hermitage Brewery	Breweries	1627 S 7th St	San Jose	95112	37.313457	-121.867441	4.5	237",
"370	Heroes Restaurant and Brewery	Sports Bars	3397 Mission Inn Ave	Riverside	92501	33.9814567544957	-117.369853856673	3.5	1679",
"371	High Water Brewing	Breweries	1924 Pacific Ave	Stockton	95204	37.9704243	-121.299377	5.0	4",
"372	Highland Park Brewery	Breweries	5127 York Blvd	Los Angeles	90042	34.1208931	-118.2038004	4.0	115",
"373	Highland Park Brewery	Breweries	5127 York Blvd	Los Angeles	90042	34.1208931	-118.2038004	4.0	115",
"374	HIGHPOINT Brewing Company	Brewpubs	402 W Arrow Hwy	San Dimas	91773	34.1027951	-117.8139033	4.5	37",
"375	Highway 1 Brewing Company	Gastropubs	5720 S Cabrillo Hwy	Pescadero	94060	37.1653203	-122.3599673	3.0	420",
"376	Hillcrest Brewing Company	Pizza	1458 University Ave	San Diego	92103	32.7490473441558	-117.149879808813	4.0	443",
"377	Hillenbrand Farmhaus Brewery	Breweries	5100 Virginiatown Rd	Newcastle	95658	38.90022	-121.20881	4.0	78",
"378	Smashburger	Burgers	3737 Murphy Canyon Rd	San Diego	92123	32.809671	-117.115209968896	3.5	298",
"379	Hoi Polloi Brewing Taproom and Beat Lounge	Breweries	1763 Alcatraz Ave	Berkeley	94703	37.84884	-122.27218	4.5	176",
"380	Hollister Brewing Company	American (Traditional)	6980 Marketplace Dr	Goleta	93117	34.4294984800265	-119.871137279212	3.5	479",
"381	HolyCraft Brewery Taproom	Beer Bar	787 Broadway St	San Francisco	94133	37.79724	-122.41	5.0	107",
"382	Homage Brewing	Breweries	281 S Thomas St	Pomona	91766	34.057116	-117.751378	4.5	119",
"383	The Homebrewer	Breweries	2911 El Cajon Blvd	San Diego	92104	32.7550201	-117.1311035	5.0	124",
"384	Hooby’s Brewing	Breweries	9 E Main St	Winters	95694	38.52244	-121.96808	4.5	34",
"385	Hop Creek	Gastropubs	3253 Browns Valley Rd	Napa	94558	38.30435	-122.32883	4.5	220",
"386	Hop Dogma Brewing Company	Breweries	270 Capistrano Rd	Half Moon Bay	94019	37.5039929	-122.4829285	4.5	189",
"387	Hop Forged Brewing Company	Breweries	106 W 7th St	Hanford	93230	36.32682	-119.64608	4.0	4",
"388	Hop Oast Pub & Brewery	Breweries	2887 Bryant St	San Francisco	94110	37.74852	-122.40856	4.5	21",
"389	Pacific Plate Brewing Company	Breweries	1999 S Myrtle Ave	Monrovia	91016	34.1284202857798	-118.002410639525	4.5	246",
"390	Hoparazzi Brewing Co	Breweries	2910 La Palma Ave	Anaheim	92806	33.8494381	-117.8634161	4.0	114",
"391	Hoppy Brewing Company	Brewpubs	1022 2nd St	Sacramento	95814	38.5825828	-121.5046589	3.0	12",
"392	HopSaint Brewing	American (New)	5160 W 190th St	Torrance	90503	33.8576544	-118.3677193	4.0	646",
"393	Horus Aged Ales	Breweries	4040 Calle Platino	Oceanside	92056	33.20681	-117.29585	5.0	6",
"394	Korea BBQ House	Korean	123 S Onizuka St	Los Angeles	90012	34.04982	-118.242202002803	4.0	210",
"395	Zone 9 Brewing Company	Breweries	1450 Tollhouse Rd	Clovis	93611	36.82721	-119.68905	5.0	31",
"396	Santa Cruz Mountain Brewing	Breweries	402 Ingalls St	Santa Cruz	95060	36.95894	-122.04848	4.0	380",
"397	Humboldt Regeneration	Breweries	2320 Central Ave	McKinleyville	95519	40.9478232264519	-124.101044163108	5.0	41",
"398	HWY 50 Brewery	Breweries	3544 Carson Rd	Camino	95709	38.7406455	-120.6991994	4.0	31",
"399	Quality Plus Computer	IT Services & Computer Repair	14852 Pipeline Ave	Chino Hills	91709	33.9836316	-117.7152149	5.0	172",
"400	Idol Beer Works	Breweries	100 S Sacramento St	Lodi	95240	38.1324759014432	-121.27212047915	4.5	40",
"401	Idyllwild Brewpub	Brewpubs	54423 Village Center Dr	Idyllwild	92549	33.7432313	-116.712928	4.5	193",
"402	Imperial Western Beer Company	Breweries	800 N Alameda St	Los Angeles	90012	34.055713	-118.23663	4.0	202",
"403	INC 82	Breweries	7370 San Ramon Rd	Dublin	94568	37.706152	-121.937133	4.0	365",
"404	Independent Brewing Company	Breweries	444 Harrison St	Oakland	94607	37.796421	-122.271255	4.0	65",
"405	Indian Joe Brewing	Breweries	2123 Industrial Ct	Vista	92081	33.1694905096831	-117.22022542022	4.5	142",
"406	Indian Valley Brewery	Breweries	1016 Railroad Ave	Novato	94945	38.108551	-122.56557	4.5	13",
"407	Indian Wells Brewing Company	Breweries	2565 N Hwy 14	Inyokern	93527	35.66747	-117.87366	4.0	109",
"408	Indie Brewing Company	Breweries	2350 Sunrise St	Los Angeles	90023	34.0357675	-118.2226773	4.5	84",
"409	Inland Empire Brewing Co.	Breweries	1710 Palmyrita Ave	Riverside	92507	34.0040674	-117.3486558	4.5	108",
"410	Inland Wharf Brewing	Breweries	26440 Jefferson Ave	Murrieta	92562	33.5344753	-117.1781479	5.0	82",
"411	Innovation Brew Works	Breweries	3650 W Temple Ave	Pomona	91768	34.0488778799772	-117.81358346343	4.0	212",
"412	Institution Ale Company	Breweries	3841 Mission Oaks Blvd	Camarillo	93012	34.216852	-119.019113	4.5	493",
"413	Iron Fist Brewing	Breweries	1305 Hot Spring Way	Vista	92081	33.14508	-117.23905	4.5	277",
"414	Iron Springs Pub & Brewery	Breweries	765 Center Blvd	Fairfax	94930	37.985995	-122.5839888	4.0	327",
"415	Iron Triangle Brewing Company	Breweries	1581 Industrial St	Los Angeles	90021	34.0361906	-118.2357996	4.0	250",
"416	Ironfire Brewing Company	Breweries	42095 Zevo Dr	Temecula	92590	33.51177	-117.178287	4.5	98",
"417	Island Brewing Company	Breweries	5049 6th St	Carpinteria	93013	34.3959803088136	-119.520957023835	4.5	234",
"418	Jack Russell Farm Brewery	Breweries	2380 Larsen Dr	Camino	95709	38.75634	-120.67915	3.5	290",
"419	Jacked Up Brewery	Breweries	800 W Grand Ave	Escondido	92025	33.11735	-117.09163	4.5	100",
"420	Jackrabbit Brewing Company	Breweries	1323 Terminal St	West Sacramento	95691	38.5718525	-121.5413488	4.5	87",
"421	Jack's Brewing Company	Sports Bars	39176 Argonaut Way	Fremont	94538	37.54406	-121.98751	3.5	425",
"422	The Lost Abbey	Breweries	155 Mata Way	San Marcos	92069	33.1416273	-117.1492671	4.0	483",
"423	Golden Haven Hot Springs Spa and Resort	Hotels	1713 Lake St	Calistoga	94515	38.58563	-122.58072	3.5	820",
"424	JP DasBrew	Breweries	44356 S Grimmer Blvd	Fremont	94538	37.5027433498577	-121.954705408459	4.5	157",
"425	JT Schmid's Restaurant & Brewery - Anaheim	Steakhouses	2610 E Katella Ave	Anaheim	92806	33.80559	-117.87701	3.0	675",
"426	Julian Beer Company	Breweries	2307 Main St	Julian	92036	33.0790101	-116.603262	4.5	146",
"427	Junction Brewery and Grill	Bars	110 W American Canyon Rd	American Canyon	94503	38.1659726	-122.2550364	3.5	244",
"428	June Lake Brewing	Breweries	131 S Crawford Ave	June Lake	93529	37.7785932	-119.0761111	4.5	210",
"429	Jupiter	Pizza	2181 Shattuck Ave	Berkeley	94704	37.869817	-122.267597	4.0	3065",
"430	Kairoa Brewing Company	Brewpubs	4601 Park Blvd	San Diego	92116	32.7610985887158	-117.146122411021	3.5	165",
"431	Karl Strauss Brewing Company	Breweries	40868 Winchester Rd	Temecula	92591	33.52481	-117.15898	4.5	984",
"432	Karl Strauss Brewing Company	Breweries	1157 Columbia St	San Diego	92101	32.7174742	-117.1672896	4.0	1066",
"433	Karl Strauss Brewery Restaurant	Breweries	10448 Reserve Dr	San Diego	92127	33.021491	-117.113449	4.0	800",
"434	Karl Strauss Brewing Company	American (New)	2390 E Orangewood Ave	Anaheim	92806	33.795753081751	-117.882375408944	4.5	973",
"435	Karl Strauss Brewing Company	Pubs	5801 Armada Dr	Carlsbad	92008	33.1244883	-117.3140585	4.0	1359",
"436	Karl Strauss Brewing Company	American (New)	901 S Coast Dr	Costa Mesa	92626	33.6895175031242	-117.895918378372	4.0	1250",
"437	Karl Strauss Brewing Company	Breweries	1157 Columbia St	San Diego	92101	32.7174742	-117.1672896	4.0	1066",
"438	Karl Strauss Brewing Company	Breweries	600 Wilshire Blvd	Los Angeles	90017	34.0479563134481	-118.256189231247	4.5	624",
"439	Karl Strauss Brewing Company	Breweries	1044 Wall St	La Jolla	92037	32.8471024	-117.2735865	4.0	818",
"440	Karl Strauss Brewery Gardens	Venues & Event Spaces	9675 Scranton Rd	San Diego	92121	32.8967678	-117.2026702	4.0	1324",
"441	Karl Strauss Brewing Company	Breweries	1000 Universal Studios Blvd	Universal City	91608	34.1362631	-118.3538828	4.0	935",
"442	Kathrin's Biergarten	German	4810 Granite Dr	Rocklin	95677	38.7904717	-121.2236392	4.0	274",
"443	BarrelHouse Brewing - Visalia	Breweries	521 E Main St	Visalia	93292	36.3299567204013	-119.287002812965	4.0	80",
"444	Kelly Brewing Company	Breweries	70 E 4th St	Morgan Hill	95037	37.12778	-121.6502	4.5	48",
"445	Kelsey Creek Brewing	Breweries	3945 Main St	Kelseyville	95451	38.97758	-122.8385	4.5	35",
"446	Kensington Brewing Company	Breweries	4067 Adams Ave	San Diego	92116	32.7630690045335	-117.107921081597	4.5	64",
"447	Kern River Brewing Company	Breweries	13415 Sierra Hwy	Kernville	93238	35.7578661939949	-118.419324159622	4.0	464",
"448	Eureka!	Burgers	10520 W Stockdale Hwy	Bakersfield	93311	35.3520172814669	-119.119198322296	4.0	722",
"449	Ketch Brewing	Breweries	7889 Ostrow St	San Diego	92111	32.81315	-117.15545	4.5	25",
"450	Kilokilo Brewing Company	Breweries	3340 Ramada Dr	Paso Robles	93446	35.573436	-120.696916	4.5	10",
"451	Kilowatt Brewing	Breweries	1875 Cable St	San Diego	92107	32.74533	-117.24947	4.5	102",
"452	Bike Dog Broadway Taproom	Brewpubs	915 Broadway	Sacramento	95818	38.56442	-121.50108	4.0	69",
"453	King Harbor Brewing Company	Breweries	2907 182nd St	Redondo Beach	90278	33.8659057	-118.3561142	4.0	103",
"454	Kings Brewing	Breweries	8560 Vineyard Ave	Rancho Cucamonga	91730	34.0984	-117.61206	4.5	216",
"455	Knee Deep Brewing Company Tap Room	Breweries	13395 New Airport Rd	Auburn	95602	38.9518166	-121.0801721	4.5	348",
"456	Knotty Brewing Co	Breweries	842 Market St	San Diego	92101	32.7117583920251	-117.156862691045	4.0	33",
"457	Slater's 50/50 - Anaheim Hills	Burgers	6362 E Santa Ana Canyon Rd	Anaheim	92807	33.8563838347196	-117.770539256882	4.0	3801",
"458	K-OZ Restaurant and Brewery	American (New)	121 7th St	San Francisco	94103	37.77868	-122.40988	3.5	103",
"459	Modern Times DTLA Dankness Dojo	Brewpubs	832 S Olive St	Los Angeles	90014	34.0443911	-118.2576348	4.0	382",
"460	La Quinta Brewing Co	Breweries	77917 Wildcat Dr	Palm Desert	92211	33.76473	-116.30532	4.5	120",
"461	La Verne Brewing Company	Breweries	2125 Wright Ave	La Verne	91750	34.095562	-117.771711	4.0	130",
"462	Twisted Oak Tavern	Bars	30105 Agoura Rd	Agoura Hills	91301	34.14561	-118.77861	4.0	405",
"463	Ladyface Alehouse & Brasserie	American (New)	29281 Agoura Rd	Agoura Hills	91301	34.143901	-118.762897	3.5	963",
